"index","Date","Open","High","Low","Close","Volume"
"0","2019-01-02 00:00:00","6728.10009765625","6753.2998046875","6599.5","6734.2001953125","614252000"
"1","2019-01-03 00:00:00","6734.2001953125","6753.10009765625","6685.10009765625","6692.7001953125","674099100"
"2","2019-01-04 00:00:00","6692.7001953125","6850.39990234375","6692.5","6837.39990234375","639136700"
"3","2019-01-07 00:00:00","6837.39990234375","6874.10009765625","6778","6810.89990234375","736559900"
"4","2019-01-08 00:00:00","6810.89990234375","6901.5","6804.89990234375","6861.60009765625","651977000"
"5","2019-01-09 00:00:00","6861.60009765625","6938.2998046875","6861.60009765625","6906.60009765625","860684900"
"6","2019-01-10 00:00:00","6906.60009765625","6948.2001953125","6860.7998046875","6942.89990234375","611434300"
"7","2019-01-11 00:00:00","6942.89990234375","7001.89990234375","6902.7001953125","6918.2001953125","680478600"
"8","2019-01-14 00:00:00","6918.2001953125","6918.2001953125","6841.7001953125","6855","683449700"
"9","2019-01-15 00:00:00","6855","6910.5","6849.60009765625","6895","687341200"
"10","2019-01-16 00:00:00","6895","6912.39990234375","6848.60009765625","6862.7001953125","787626400"
"11","2019-01-17 00:00:00","6862.7001953125","6862.7001953125","6799","6834.89990234375","582654200"
"12","2019-01-18 00:00:00","6834.89990234375","6984.39990234375","6834.89990234375","6968.2998046875","795742900"
"13","2019-01-21 00:00:00","6968.2998046875","6987.89990234375","6954.5","6970.60009765625","474827100"
"14","2019-01-22 00:00:00","6970.60009765625","6970.60009765625","6880.7001953125","6901.39990234375","565967800"
"15","2019-01-23 00:00:00","6901.39990234375","6901.60009765625","6834.2998046875","6842.89990234375","646039700"
"16","2019-01-24 00:00:00","6842.89990234375","6854.60009765625","6802","6819","599978600"
"17","2019-01-25 00:00:00","6819","6858.2001953125","6806.7998046875","6809.2001953125","727497200"
"18","2019-01-28 00:00:00","6809.2001953125","6812.5","6734","6747.10009765625","648213700"
"19","2019-01-29 00:00:00","6747.10009765625","6860.2998046875","6747.10009765625","6833.89990234375","697035900"
"20","2019-01-30 00:00:00","6833.89990234375","6967.7001953125","6833.89990234375","6941.60009765625","748772100"
"21","2019-01-31 00:00:00","6941.60009765625","6994.89990234375","6941.10009765625","6968.89990234375","866316300"
"22","2019-02-01 00:00:00","6968.89990234375","7024.5","6968.89990234375","7020.2001953125","630712300"
"23","2019-02-04 00:00:00","7020.2001953125","7046.60009765625","7002.39990234375","7034.10009765625","611990600"
"24","2019-02-05 00:00:00","7034.10009765625","7180.7001953125","7033.60009765625","7177.39990234375","662979300"
"25","2019-02-06 00:00:00","7177.39990234375","7184.2001953125","7146.7001953125","7173.10009765625","599487700"
"26","2019-02-07 00:00:00","7173.10009765625","7187.5","7093.60009765625","7093.60009765625","649638500"
"27","2019-02-08 00:00:00","7093.60009765625","7115.7998046875","7064.89990234375","7071.2001953125","532300500"
"28","2019-02-11 00:00:00","7071.2001953125","7149.2001953125","7071.2001953125","7129.10009765625","548318300"
"29","2019-02-12 00:00:00","7129.10009765625","7168.60009765625","7121.7001953125","7133.10009765625","526735100"
"30","2019-02-13 00:00:00","7133.10009765625","7205.10009765625","7133.10009765625","7190.7998046875","561646800"
"31","2019-02-14 00:00:00","7190.7998046875","7232.7998046875","7183","7197","519107200"
"32","2019-02-15 00:00:00","7197","7261.60009765625","7185.2001953125","7236.7001953125","688422300"
"33","2019-02-18 00:00:00","7236.7001953125","7242.10009765625","7209.7001953125","7219.5","440062500"
"34","2019-02-19 00:00:00","7219.5","7219.5","7162.7998046875","7179.2001953125","624124300"
"35","2019-02-20 00:00:00","7179.2001953125","7234.2001953125","7178","7228.60009765625","861254900"
"36","2019-02-21 00:00:00","7228.60009765625","7228.7998046875","7141.89990234375","7167.39990234375","798796000"
"37","2019-02-22 00:00:00","7167.39990234375","7220.5","7162.39990234375","7178.60009765625","646718000"
"38","2019-02-25 00:00:00","7178.60009765625","7210.7001953125","7158.2001953125","7183.7001953125","644937500"
"39","2019-02-26 00:00:00","7183.7001953125","7183.7998046875","7091.60009765625","7151.10009765625","865719700"
"40","2019-02-27 00:00:00","7151.10009765625","7151.10009765625","7082.60009765625","7107.2001953125","870721000"
"41","2019-02-28 00:00:00","7107.2001953125","7107.2001953125","7041","7074.7001953125","979616900"
"42","2019-03-01 00:00:00","7074.7001953125","7129.7001953125","7074.7001953125","7106.7001953125","700825200"
"43","2019-03-04 00:00:00","7106.7001953125","7166.2001953125","7106.7001953125","7134.39990234375","634698800"
"44","2019-03-05 00:00:00","7134.39990234375","7191.7001953125","7127.2001953125","7183.39990234375","795291200"
"45","2019-03-06 00:00:00","7183.39990234375","7211.7998046875","7170.2998046875","7196","791979200"
"46","2019-03-07 00:00:00","7196","7196","7126.60009765625","7157.60009765625","691317400"
